id,name,type,domain,mentionCount,mentions,sourceFile,attributeCount
cn:Connection,Connection,报文字段与状态实体,cn,1,Connection,cn.txt,0
cn:Content-Type,Content-Type,报文字段与状态实体,cn,1,Content-Type,cn.txt,0
cn:DNS 劫持,DNS 劫持,机制与技术实体,cn,1,DNS 劫持,cn.txt,0
cn:DSR 模式,DSR 模式,机制与技术实体,cn,1,DSR 模式,cn.txt,0
cn:DoH,DoH,机制与技术实体,cn,1,DoH,cn.txt,0
cn:DoT,DoT,机制与技术实体,cn,1,DoT,cn.txt,0
cn:ETag,ETag,报文字段与状态实体,cn,1,ETag,cn.txt,0
cn:Expires,Expires,报文字段与状态实体,cn,1,Expires,cn.txt,0
cn:HTTP/1.0,HTTP/1.0,协议实体,cn,1,HTTP/1.0,cn.txt,0
cn:ICMPv6,ICMPv6,协议实体,cn,1,ICMPv6,cn.txt,0
cn:IGMP,IGMP,协议实体,cn,1,IGMP,cn.txt,0
cn:IP 地址过滤,IP 地址过滤,地址与标识实体,cn,1,IP 地址过滤,cn.txt,0
cn:IPv4 地址,IPv4 地址,地址与标识实体,cn,1,IPv4 地址,cn.txt,0
cn:If-Match,If-Match,报文字段与状态实体,cn,1,If-Match,cn.txt,0
cn:If-Modified-Since,If-Modified-Since,报文字段与状态实体,cn,1,If-Modified-Since,cn.txt,0
cn:If-None-Match,If-None-Match,报文字段与状态实体,cn,1,If-None-Match,cn.txt,0
cn:IoT 传感器上报,IoT 传感器上报,场景与应用实体,cn,1,IoT 传感器上报,cn.txt,0
cn:Keep-Alive,Keep-Alive,机制与技术实体,cn,1,Keep-Alive,cn.txt,0
cn:MAC 协议,MAC 协议,协议实体,cn,1,MAC 协议,cn.txt,0
cn:OSI 七层,OSI 七层,模型与体系结构实体,cn,1,OSI 七层,cn.txt,0
cn:OSI 七层模型,OSI 七层模型,模型与体系结构实体,cn,1,OSI 七层模型,cn.txt,0
cn:PPP,PPP,协议实体,cn,1,PPP,cn.txt,0
cn:Proxy Protocol,Proxy Protocol,机制与技术实体,cn,1,Proxy Protocol,cn.txt,0
cn:QPACK,QPACK,机制与技术实体,cn,1,QPACK,cn.txt,0
cn:Range,Range,报文字段与状态实体,cn,1,Range,cn.txt,0
cn:SCTP,SCTP,协议实体,cn,1,SCTP,cn.txt,0
cn:SLAAC,SLAAC,机制与技术实体,cn,1,SLAAC,cn.txt,0
cn:SSL/TLS,SSL/TLS,机制与技术实体,cn,1,SSL/TLS,cn.txt,0
cn:SYN,SYN,报文字段与状态实体,cn,1,SYN,cn.txt,0
cn:Set-Cookie,Set-Cookie,机制与技术实体,cn,1,Set-Cookie,cn.txt,0
cn:TCP Options,TCP Options,机制与技术实体,cn,1,TCP Options,cn.txt,0
cn:TCP/IP 四层,TCP/IP 四层,模型与体系结构实体,cn,1,TCP/IP 四层,cn.txt,0
cn:TCP/IP 四层模型,TCP/IP 四层模型,模型与体系结构实体,cn,1,TCP/IP 四层模型,cn.txt,0
cn:TLD 服务器,TLD 服务器,服务器与网络组件实体,cn,1,TLD 服务器,cn.txt,0
cn:TLS1.3,TLS1.3,机制与技术实体,cn,1,TLS1.3,cn.txt,0
cn:Token,Token,机制与技术实体,cn,1,Token,cn.txt,0
cn:URL 重写,URL 重写,机制与技术实体,cn,1,URL 重写,cn.txt,0
cn:User-Agent,User-Agent,报文字段与状态实体,cn,1,User-Agent,cn.txt,0
cn:Web 浏览,Web 浏览,场景与应用实体,cn,1,Web 浏览,cn.txt,0
cn:X-Forwarded-For,X-Forwarded-For,机制与技术实体,cn,1,X-Forwarded-For,cn.txt,0
cn:nslookup,nslookup,工具与命令实体,cn,1,nslookup,cn.txt,0
cn:tracert,tracert,工具与命令实体,cn,1,tracert,cn.txt,0
cn:不可靠传输,不可靠传输,概念与特性实体,cn,1,不可靠传输,cn.txt,0
cn:以太网,以太网,协议实体,cn,1,以太网,cn.txt,0
cn:全双工,全双工,概念与特性实体,cn,1,全双工,cn.txt,0
cn:协同编辑,协同编辑,场景与应用实体,cn,1,协同编辑,cn.txt,0
cn:域名解析,域名解析,地址与标识实体,cn,1,域名解析,cn.txt,0
cn:多播,多播,概念与特性实体,cn,1,多播,cn.txt,0
cn:实时聊天,实时聊天,场景与应用实体,cn,1,实时聊天,cn.txt,0
cn:差错纠正,差错纠正,机制与技术实体,cn,1,差错纠正,cn.txt,0
cn:帧封装,帧封装,机制与技术实体,cn,1,帧封装,cn.txt,0
cn:广播地址,广播地址,地址与标识实体,cn,1,广播地址,cn.txt,0
cn:应用层协议,应用层协议,层级结构实体,cn,1,应用层协议,cn.txt,0
cn:弹幕,弹幕,场景与应用实体,cn,1,弹幕,cn.txt,0
cn:微服务,微服务,概念与特性实体,cn,1,微服务,cn.txt,0
cn:报头,报头,报文字段与状态实体,cn,1,报头,cn.txt,0
cn:无状态地址自动配置,无状态地址自动配置,机制与技术实体,cn,1,无状态地址自动配置,cn.txt,0
cn:无连接,无连接,概念与特性实体,cn,1,无连接,cn.txt,0
cn:时间同步,时间同步,场景与应用实体,cn,1,时间同步,cn.txt,0
cn:明文传输,明文传输,概念与特性实体,cn,1,明文传输,cn.txt,0
cn:有状态,有状态,概念与特性实体,cn,1,有状态,cn.txt,0
cn:权威 DNS 服务器,权威 DNS 服务器,服务器与网络组件实体,cn,1,权威 DNS 服务器,cn.txt,0
cn:根 DNS 服务器,根 DNS 服务器,服务器与网络组件实体,cn,1,根 DNS 服务器,cn.txt,0
cn:物理寻址,物理寻址,机制与技术实体,cn,1,物理寻址,cn.txt,0
cn:直播,直播,场景与应用实体,cn,1,直播,cn.txt,0
cn:确认应答 ACK,确认应答 ACK,机制与技术实体,cn,1,确认应答 ACK,cn.txt,0
cn:私有 IP,私有 IP,地址与标识实体,cn,1,私有 IP,cn.txt,0
cn:类型 0,类型 0,版本端口与数值实体,cn,1,类型 0,cn.txt,0
cn:类型 8,类型 8,版本端口与数值实体,cn,1,类型 8,cn.txt,0
cn:缓存机制,缓存机制,概念与特性实体,cn,1,缓存机制,cn.txt,0
cn:网卡,网卡,服务器与网络组件实体,cn,1,网卡,cn.txt,0
cn:网络分层模型,网络分层模型,领域实体,cn,1,网络分层模型,cn.txt,0
cn:网络地址转换,网络地址转换,机制与技术实体,cn,1,网络地址转换,cn.txt,0
cn:网络基础,网络基础,领域实体,cn,1,网络基础,cn.txt,0
cn:网络管理,网络管理,场景与应用实体,cn,1,网络管理,cn.txt,0
cn:网络诊断,网络诊断,场景与应用实体,cn,1,网络诊断,cn.txt,0
cn:自治系统,自治系统,服务器与网络组件实体,cn,1,自治系统,cn.txt,0
cn:获取客户端真实 IP,获取客户端真实 IP,机制与技术实体,cn,1,获取客户端真实 IP,cn.txt,0
cn:视频会议,视频会议,场景与应用实体,cn,1,视频会议,cn.txt,0
cn:计算机网络,计算机网络,领域实体,cn,1,计算机网络,cn.txt,0
cn:路由器,路由器,服务器与网络组件实体,cn,1,路由器,cn.txt,0
cn:面向字节流,面向字节流,报文字段与状态实体,cn,1,面向字节流,cn.txt,0
cn:面向报文,面向报文,报文字段与状态实体,cn,1,面向报文,cn.txt,0
cn:面向连接,面向连接,概念与特性实体,cn,1,面向连接,cn.txt,0
cn:页面展示,页面展示,场景与应用实体,cn,1,页面展示,cn.txt,0
cn:顶级域服务器,顶级域服务器,服务器与网络组件实体,cn,1,顶级域服务器,cn.txt,0
cn:首部,首部,报文字段与状态实体,cn,1,首部,cn.txt,0
data_structure:树,树,具体数据结构实体,data_structure,13,树,data_structure.txt,0
data_structure:节点,节点,存储与组成相关实体,data_structure,9,节点,data_structure.txt,0
data_structure:图,图,具体数据结构实体,data_structure,8,图,data_structure.txt,0
data_structure:数据结构,数据结构,领域实体,data_structure,8,数据结构,data_structure.txt,2
data_structure:队列,队列,具体数据结构实体,data_structure,6,队列,data_structure.txt,1
data_structure:删除,删除,算法与操作实体,data_structure,5,删除,data_structure.txt,0
data_structure:插入,插入,算法与操作实体,data_structure,5,插入,data_structure.txt,0
data_structure:查找,查找,算法与操作实体,data_structure,5,查找,data_structure.txt,0
data_structure:线性结构,线性结构,结构分类实体,data_structure,5,线性结构,data_structure.txt,1
data_structure:二叉树,二叉树,具体数据结构实体,data_structure,4,二叉树,data_structure.txt,1
data_structure:哈希表,哈希表,具体数据结构实体,data_structure,4,哈希表,data_structure.txt,1
data_structure:堆,堆,具体数据结构实体,data_structure,4,堆,data_structure.txt,0
data_structure:数组,数组,具体数据结构实体,data_structure,4,数组,data_structure.txt,1
data_structure:栈,栈,具体数据结构实体,data_structure,4,栈,data_structure.txt,0
data_structure:广度优先搜索,广度优先搜索,算法与操作实体,data_structure,3,广度优先搜索,data_structure.txt,0
data_structure:时间复杂度,时间复杂度,复杂度实体,data_structure,3,时间复杂度,data_structure.txt,0
data_structure:链表,链表,具体数据结构实体,data_structure,3,链表,data_structure.txt,1
data_structure:非线性结构,非线性结构,结构分类实体,data_structure,3,非线性结构,data_structure.txt,1
data_structure:优先队列,优先队列,具体数据结构实体,data_structure,2,优先队列,data_structure.txt,0
data_structure:平衡二叉树,平衡二叉树,具体数据结构实体,data_structure,2,平衡二叉树,data_structure.txt,0
data_structure:AVL树,AVL树,具体数据结构实体,data_structure,1,AVL树,data_structure.txt,0
data_structure:BFS,BFS,算法与操作实体,data_structure,1,BFS,data_structure.txt,0
data_structure:DFS,DFS,算法与操作实体,data_structure,1,DFS,data_structure.txt,0
data_structure:Dijkstra算法,Dijkstra算法,算法与操作实体,data_structure,1,Dijkstra算法,data_structure.txt,0
data_structure:FIFO,FIFO,性质与规则实体,data_structure,1,FIFO,data_structure.txt,0
data_structure:LIFO,LIFO,性质与规则实体,data_structure,1,LIFO,data_structure.txt,0
data_structure:一对一关系,一对一关系,性质与规则实体,data_structure,1,一对一关系,data_structure.txt,0
data_structure:一对多关系,一对多关系,性质与规则实体,data_structure,1,一对多关系,data_structure.txt,0
data_structure:二叉搜索树,二叉搜索树,具体数据结构实体,data_structure,1,二叉搜索树,data_structure.txt,0
data_structure:任务调度,任务调度,应用场景实体,data_structure,1,任务调度,data_structure.txt,0
data_structure:先进先出,先进先出,性质与规则实体,data_structure,1,先进先出,data_structure.txt,0
data_structure:函数调用,函数调用,应用场景实体,data_structure,1,函数调用,data_structure.txt,0
data_structure:右子树所有节点大于根节点,右子树所有节点大于根节点,性质与规则实体,data_structure,1,右子树所有节点大于根节点,data_structure.txt,0
data_structure:后进先出,后进先出,性质与规则实体,data_structure,1,后进先出,data_structure.txt,0
data_structure:哈希冲突,哈希冲突,存储与组成相关实体,data_structure,1,哈希冲突,data_structure.txt,0
data_structure:哈希函数,哈希函数,存储与组成相关实体,data_structure,1,哈希函数,data_structure.txt,0
data_structure:完全二叉树,完全二叉树,性质与规则实体,data_structure,1,完全二叉树,data_structure.txt,0
data_structure:左子树所有节点小于根节点,左子树所有节点小于根节点,性质与规则实体,data_structure,1,左子树所有节点小于根节点,data_structure.txt,0
data_structure:布隆过滤器,布隆过滤器,具体数据结构实体,data_structure,1,布隆过滤器,data_structure.txt,1
data_structure:建模网络关系,建模网络关系,应用场景实体,data_structure,1,建模网络关系,data_structure.txt,0
data_structure:开放寻址法,开放寻址法,冲突处理方法实体,data_structure,1,开放寻址法,data_structure.txt,0
data_structure:括号匹配问题,括号匹配问题,应用场景实体,data_structure,1,括号匹配问题,data_structure.txt,0
data_structure:指针域,指针域,存储与组成相关实体,data_structure,1,指针域,data_structure.txt,0
data_structure:数据域,数据域,存储与组成相关实体,data_structure,1,数据域,data_structure.txt,0
data_structure:数组索引,数组索引,存储与组成相关实体,data_structure,1,数组索引,data_structure.txt,0
data_structure:旋转操作,旋转操作,算法与操作实体,data_structure,1,旋转操作,data_structure.txt,0
data_structure:无向图,无向图,具体数据结构实体,data_structure,1,无向图,data_structure.txt,0
data_structure:最大堆,最大堆,具体数据结构实体,data_structure,1,最大堆,data_structure.txt,0
data_structure:最小堆,最小堆,具体数据结构实体,data_structure,1,最小堆,data_structure.txt,0
data_structure:最短路径算法,最短路径算法,算法与操作实体,data_structure,1,最短路径算法,data_structure.txt,0
data_structure:有向图,有向图,具体数据结构实体,data_structure,1,有向图,data_structure.txt,0
data_structure:概率型数据结构,概率型数据结构,性质与规则实体,data_structure,1,概率型数据结构,data_structure.txt,0
data_structure:深度优先搜索,深度优先搜索,算法与操作实体,data_structure,1,深度优先搜索,data_structure.txt,0
data_structure:空间复杂度,空间复杂度,复杂度实体,data_structure,1,空间复杂度,data_structure.txt,0
data_structure:空间效率较高,空间效率较高,性质与规则实体,data_structure,1,空间效率较高,data_structure.txt,0
data_structure:缓冲区管理,缓冲区管理,应用场景实体,data_structure,1,缓冲区管理,data_structure.txt,0
data_structure:缓存系统,缓存系统,应用场景实体,data_structure,1,缓存系统,data_structure.txt,0
data_structure:表达式求值,表达式求值,应用场景实体,data_structure,1,表达式求值,data_structure.txt,0
data_structure:计算机科学,计算机科学,领域实体,data_structure,1,计算机科学,data_structure.txt,0
data_structure:误判率,误判率,性质与规则实体,data_structure,1,误判率,data_structure.txt,0
data_structure:边,边,存储与组成相关实体,data_structure,1,边,data_structure.txt,0
data_structure:邻接矩阵,邻接矩阵,存储与组成相关实体,data_structure,1,邻接矩阵,data_structure.txt,0
data_structure:邻接表,邻接表,存储与组成相关实体,data_structure,1,邻接表,data_structure.txt,0
data_structure:链地址法,链地址法,冲突处理方法实体,data_structure,1,链地址法,data_structure.txt,0
data_structure:链式存储结构,链式存储结构,存储与组成相关实体,data_structure,1,链式存储结构,data_structure.txt,0
data_structure:随机访问,随机访问,算法与操作实体,data_structure,1,随机访问,data_structure.txt,0
data_structure:顶点,顶点,存储与组成相关实体,data_structure,1,顶点,data_structure.txt,0
data_structure:顺序存储结构,顺序存储结构,存储与组成相关实体,data_structure,1,顺序存储结构,data_structure.txt,0
data_structure:高度平衡,高度平衡,性质与规则实体,data_structure,1,高度平衡,data_structure.txt,0
java:类,类,数据类型实体,java,49,类,java.txt,0
java:接口,接口,数据类型实体,java,15,接口,java.txt,0
java:对象,对象,面向对象核心实体,java,12,对象,java.txt,1
java:变量,变量,变量与成员实体,java,11,变量,java.txt,0
java:Class,Class,面向对象核心实体,java,10,Class | class,java.txt,0
java:int,int,数据类型实体,java,8,int,java.txt,0
java:注解,注解,领域实体,java,8,注解,java.txt,0
java:线程,线程,线程与并发实体,java,8,线程,java.txt,0
java:Map,Map,集合框架实体,java,6,Map,java.txt,0
java:实例,实例,面向对象核心实体,java,6,实例,java.txt,0
java:数据类型,数据类型,数据类型实体,java,6,数据类型,java.txt,0
java:数组,数组,数据类型实体,java,6,数组,java.txt,1
java:泛型,泛型,领域实体,java,6,泛型,java.txt,0
java:继承,继承,面向对象核心实体,java,6,继承,java.txt,0
java:Set,Set,集合框架实体,java,5,Set,java.txt,0
java:抽象类,抽象类,数据类型实体,java,5,抽象类,java.txt,0
java:父类,父类,数据类型实体,java,5,父类,java.txt,0
java:Exception,Exception,异常处理实体,java,4,Exception,java.txt,0
java:List,List,集合框架实体,java,4,List,java.txt,0
java:final,final,关键字与修饰符实体,java,4,final,java.txt,0
java:public,public,关键字与修饰符实体,java,4,public,java.txt,0
java:运行,运行,线程状态实体,java,4,运行,java.txt,0
java:HashMap,HashMap,集合框架实体,java,3,HashMap,java.txt,0
java:Java,Java,领域实体,java,3,Java,java.txt,1
java:Lock,Lock,线程与并发实体,java,3,Lock,java.txt,0
java:String,String,数组与字符串实体,java,3,String,java.txt,0
java:abstract,abstract,关键字与修饰符实体,java,3,abstract,java.txt,0
java:extends,extends,关键字与修饰符实体,java,3,extends,java.txt,0
java:interface,interface,关键字与修饰符实体,java,3,interface,java.txt,0
java:加载,加载,JVM 与内存管理实体,java,3,加载,java.txt,0
java:反射,反射,领域实体,java,3,反射,java.txt,0
java:多态,多态,面向对象核心实体,java,3,多态,java.txt,0
java:子类,子类,数据类型实体,java,3,子类,java.txt,0
java:静态方法,静态方法,抽象类与接口实体,java,3,静态方法,java.txt,0
java:Collection,Collection,集合框架实体,java,2,Collection,java.txt,0
java:Executor,Executor,线程与并发实体,java,2,Executor,java.txt,0
java:HashSet,HashSet,集合框架实体,java,2,HashSet,java.txt,0
java:JVM,JVM,领域实体,java,2,JVM,java.txt,0
java:Thread,Thread,线程与并发实体,java,2,Thread,java.txt,0
java:char,char,数据类型实体,java,2,char,java.txt,0
java:finally,finally,异常处理实体,java,2,finally,java.txt,0
java:for,for,流程控制实体,java,2,for,java.txt,0
java:implements,implements,关键字与修饰符实体,java,2,implements,java.txt,0
java:new,new,关键字与修饰符实体,java,2,new,java.txt,0
java:private,private,关键字与修饰符实体,java,2,private,java.txt,0
java:static,static,关键字与修饰符实体,java,2,static,java.txt,0
java:super,super,关键字与修饰符实体,java,2,super,java.txt,0
java:throw,throw,异常处理实体,java,2,throw,java.txt,0
java:try,try,异常处理实体,java,2,try,java.txt,0
java:while,while,流程控制实体,java,2,while,java.txt,0
java:初始化,初始化,JVM 与内存管理实体,java,2,初始化,java.txt,0
java:基本数据类型,基本数据类型,数据类型实体,java,2,基本数据类型,java.txt,0
java:堆,堆,JVM 与内存管理实体,java,2,堆,java.txt,0
java:实例变量,实例变量,变量与成员实体,java,2,实例变量,java.txt,0
java:局部变量,局部变量,变量与成员实体,java,2,局部变量,java.txt,0
java:引用数据类型,引用数据类型,数据类型实体,java,2,引用数据类型,java.txt,0
java:成员变量,成员变量,变量与成员实体,java,2,成员变量,java.txt,0
java:栈,栈,JVM 与内存管理实体,java,2,栈,java.txt,0
java:等待,等待,线程状态实体,java,2,等待,java.txt,0
java:解析,解析,JVM 与内存管理实体,java,2,解析,java.txt,0
java:静态变量,静态变量,变量与成员实体,java,2,静态变量,java.txt,0
java:@Deprecated,@Deprecated,注解实体,java,1,@Deprecated,java.txt,0
java:@Documented,@Documented,注解实体,java,1,@Documented,java.txt,0
java:@FunctionalInterface,@FunctionalInterface,注解实体,java,1,@FunctionalInterface,java.txt,0
java:@Inherited,@Inherited,注解实体,java,1,@Inherited,java.txt,0
java:@Override,@Override,注解实体,java,1,@Override,java.txt,0
java:@Retention,@Retention,注解实体,java,1,@Retention,java.txt,0
java:@SuppressWarnings,@SuppressWarnings,注解实体,java,1,@SuppressWarnings,java.txt,0
java:@Target,@Target,注解实体,java,1,@Target,java.txt,0
java:@interface,@interface,注解实体,java,1,@interface,java.txt,0
java:Annotation,Annotation,注解实体,java,1,Annotation,java.txt,0
java:Application ClassLoader,Application ClassLoader,JVM 与内存管理实体,java,1,Application ClassLoader,java.txt,0
java:ArrayList,ArrayList,集合框架实体,java,1,ArrayList,java.txt,0
java:Bootstrap ClassLoader,Bootstrap ClassLoader,JVM 与内存管理实体,java,1,Bootstrap ClassLoader,java.txt,0
java:Box<T,Box<T,泛型实体,java,1,Box<T,java.txt,0
java:Callable,Callable,线程与并发实体,java,1,Callable,java.txt,0
java:Checked Exception,Checked Exception,异常处理实体,java,1,Checked Exception,java.txt,0
java:Class.forName,Class.forName,领域实体,java,1,Class.forName,java.txt,0
java:Collections,Collections,集合框架实体,java,1,Collections,java.txt,0
java:Constructor,Constructor,反射实体,java,1,Constructor,java.txt,0
java:Error,Error,异常处理实体,java,1,Error,java.txt,0
java:Extension ClassLoader,Extension ClassLoader,JVM 与内存管理实体,java,1,Extension ClassLoader,java.txt,0
java:Field,Field,反射实体,java,1,Field,java.txt,0
java:FutureTask,FutureTask,线程与并发实体,java,1,FutureTask,java.txt,0
java:GC,GC,JVM 与内存管理实体,java,1,GC,java.txt,0
java:Hashtable,Hashtable,集合框架实体,java,1,Hashtable,java.txt,0
java:JVM退出,JVM退出,异常处理实体,java,1,JVM退出,java.txt,0
java:LinkedHashMap,LinkedHashMap,集合框架实体,java,1,LinkedHashMap,java.txt,0
java:LinkedHashSet,LinkedHashSet,集合框架实体,java,1,LinkedHashSet,java.txt,0
java:LinkedList,LinkedList,集合框架实体,java,1,LinkedList,java.txt,0
java:Method,Method,反射实体,java,1,Method,java.txt,0
java:Object,Object,面向对象核心实体,java,1,Object,java.txt,0
java:Overloading,Overloading,面向对象核心实体,java,1,Overloading,java.txt,0
java:Overriding,Overriding,面向对象核心实体,java,1,Overriding,java.txt,0
java:Queue,Queue,集合框架实体,java,1,Queue,java.txt,0
java:ReentrantLock,ReentrantLock,线程与并发实体,java,1,ReentrantLock,java.txt,0
java:Runnable,Runnable,线程与并发实体,java,1,Runnable,java.txt,0
java:StringBuffer,StringBuffer,数组与字符串实体,java,1,StringBuffer,java.txt,0
java:StringBuilder,StringBuilder,数组与字符串实体,java,1,StringBuilder,java.txt,0
java:ThreadPoolExecutor,ThreadPoolExecutor,线程与并发实体,java,1,ThreadPoolExecutor,java.txt,0
java:Throwable,Throwable,异常处理实体,java,1,Throwable,java.txt,1
java:TreeMap,TreeMap,集合框架实体,java,1,TreeMap,java.txt,0
java:TreeSet,TreeSet,集合框架实体,java,1,TreeSet,java.txt,0
java:Unchecked Exception,Unchecked Exception,异常处理实体,java,1,Unchecked Exception,java.txt,0
java:Vector,Vector,集合框架实体,java,1,Vector,java.txt,0
java:boolean,boolean,数据类型实体,java,1,boolean,java.txt,0
java:break,break,流程控制实体,java,1,break,java.txt,0
java:byte,byte,数据类型实体,java,1,byte,java.txt,0
java:catch,catch,异常处理实体,java,1,catch,java.txt,0
java:charAt,charAt,领域实体,java,1,charAt,java.txt,0
java:continue,continue,流程控制实体,java,1,continue,java.txt,0
java:default,default,关键字与修饰符实体,java,1,default,java.txt,0
java:do-while,do-while,流程控制实体,java,1,do-while,java.txt,0
java:double,double,数据类型实体,java,1,double,java.txt,0
java:equals,equals,领域实体,java,1,equals,java.txt,0
java:float,float,数据类型实体,java,1,float,java.txt,0
java:getClass,getClass,领域实体,java,1,getClass,java.txt,0
java:if-else,if-else,流程控制实体,java,1,if-else,java.txt,0
java:immutable,immutable,数组与字符串实体,java,1,immutable,java.txt,0
java:indexOf,indexOf,领域实体,java,1,indexOf,java.txt,0
java:instanceof,instanceof,关键字与修饰符实体,java,1,instanceof,java.txt,0
java:int[] arr,int[] arr,数组与字符串实体,java,1,int[] arr,java.txt,0
java:int[][] matrix,int[][] matrix,数组与字符串实体,java,1,int[][] matrix,java.txt,0
java:length,length,领域实体,java,1,length,java.txt,0
java:lockInterruptibly,lockInterruptibly,线程与并发实体,java,1,lockInterruptibly,java.txt,0
java:long,long,数据类型实体,java,1,long,java.txt,0
java:protected,protected,关键字与修饰符实体,java,1,protected,java.txt,0
java:return,return,流程控制实体,java,1,return,java.txt,0
java:short,short,数据类型实体,java,1,short,java.txt,0
java:substring,substring,领域实体,java,1,substring,java.txt,0
java:switch-case,switch-case,流程控制实体,java,1,switch-case,java.txt,0
java:synchronized,synchronized,线程与并发实体,java,1,synchronized,java.txt,0
java:this,this,关键字与修饰符实体,java,1,this,java.txt,0
java:throws,throws,异常处理实体,java,1,throws,java.txt,0
java:tryLock,tryLock,线程与并发实体,java,1,tryLock,java.txt,0
java:volatile,volatile,线程与并发实体,java,1,volatile,java.txt,0
java:三元运算符,三元运算符,运算符实体,java,1,三元运算符,java.txt,0
java:互斥锁,互斥锁,线程与并发实体,java,1,互斥锁,java.txt,0
java:位运算符,位运算符,运算符实体,java,1,位运算符,java.txt,0
java:元注解,元注解,领域实体,java,1,元注解,java.txt,0
java:全限定名,全限定名,反射实体,java,1,全限定名,java.txt,0
java:关系运算符,关系运算符,运算符实体,java,1,关系运算符,java.txt,0
java:具体方法,具体方法,抽象类与接口实体,java,1,具体方法,java.txt,0
java:准备,准备,JVM 与内存管理实体,java,1,准备,java.txt,0
java:分代收集,分代收集,JVM 与内存管理实体,java,1,分代收集,java.txt,0
java:创建线程的方式,创建线程的方式,线程与并发实体,java,1,创建线程的方式,java.txt,0
java:单继承,单继承,面向对象核心实体,java,1,单继承,java.txt,0
java:原子性,原子性,线程与并发实体,java,1,原子性,java.txt,0
java:双亲委派模型,双亲委派模型,JVM 与内存管理实体,java,1,双亲委派模型,java.txt,0
java:可见性,可见性,线程与并发实体,java,1,可见性,java.txt,0
java:向上转型,向上转型,继承与类型转换实体,java,1,向上转型,java.txt,0
java:向下转型,向下转型,继承与类型转换实体,java,1,向下转型,java.txt,0
java:垃圾回收,垃圾回收,JVM 与内存管理实体,java,1,垃圾回收,java.txt,0
java:复制,复制,JVM 与内存管理实体,java,1,复制,java.txt,0
java:多态的表现形式,多态的表现形式,面向对象核心实体,java,1,多态的表现形式,java.txt,0
java:多维数组,多维数组,数据类型实体,java,1,多维数组,java.txt,0
java:子类对象,子类对象,数据类型实体,java,1,子类对象,java.txt,0
java:实现类对象,实现类对象,数据类型实体,java,1,实现类对象,java.txt,0
java:封装,封装,面向对象核心实体,java,1,封装,java.txt,0
java:就绪,就绪,线程状态实体,java,1,就绪,java.txt,0
java:并发,并发,线程与并发实体,java,1,并发,java.txt,0
java:异常处理,异常处理,领域实体,java,1,异常处理,java.txt,0
java:循环结构,循环结构,流程控制实体,java,1,循环结构,java.txt,0
java:抽象方法,抽象方法,抽象类与接口实体,java,1,抽象方法,java.txt,0
java:抽象类与接口,抽象类与接口,数据类型实体,java,1,抽象类与接口,java.txt,0
java:指令重排序,指令重排序,线程与并发实体,java,1,指令重排序,java.txt,0
java:接口引用,接口引用,数据类型实体,java,1,接口引用,java.txt,0
java:插入顺序,插入顺序,集合框架实体,java,1,插入顺序,java.txt,0
java:数组的创建,数组的创建,数据类型实体,java,1,数组的创建,java.txt,0
java:新建,新建,线程状态实体,java,1,新建,java.txt,0
java:方法区,方法区,JVM 与内存管理实体,java,1,方法区,java.txt,0
java:方法重写,方法重写,面向对象核心实体,java,1,方法重写,java.txt,0
java:方法重载,方法重载,面向对象核心实体,java,1,方法重载,java.txt,0
java:本地方法栈,本地方法栈,JVM 与内存管理实体,java,1,本地方法栈,java.txt,0
java:条件分支,条件分支,流程控制实体,java,1,条件分支,java.txt,0
java:构造方法,构造方法,面向对象核心实体,java,1,构造方法,java.txt,0
java:枚举,枚举,数据类型实体,java,1,枚举,java.txt,0
java:标记-整理,标记-整理,JVM 与内存管理实体,java,1,标记-整理,java.txt,0
java:标记-清除,标记-清除,JVM 与内存管理实体,java,1,标记-清除,java.txt,0
java:核心类,核心类,数据类型实体,java,1,核心类,java.txt,0
java:泛型方法,泛型方法,领域实体,java,1,泛型方法,java.txt,0
java:泛型类,泛型类,领域实体,java,1,泛型类,java.txt,0
java:父类引用,父类引用,数据类型实体,java,1,父类引用,java.txt,0
java:程序计数器,程序计数器,JVM 与内存管理实体,java,1,程序计数器,java.txt,0
java:算术运算符,算术运算符,运算符实体,java,1,算术运算符,java.txt,0
java:类加载器,类加载器,数据类型实体,java,1,类加载器,java.txt,0
java:类加载机制,类加载机制,数据类型实体,java,1,类加载机制,java.txt,0
java:类变量,类变量,数据类型实体,java,1,类变量,java.txt,0
java:类名.class,类名.class,数据类型实体,java,1,类名.class,java.txt,0
java:类型擦除,类型擦除,数据类型实体,java,1,类型擦除,java.txt,0
java:红黑树,红黑树,集合框架实体,java,1,红黑树,java.txt,0
java:线程与并发,线程与并发,领域实体,java,1,线程与并发,java.txt,0
java:线程池,线程池,线程与并发实体,java,1,线程池,java.txt,0
java:线程状态,线程状态,线程与并发实体,java,1,线程状态,java.txt,0
java:终止,终止,线程状态实体,java,1,终止,java.txt,0
java:自定义注解,自定义注解,领域实体,java,1,自定义注解,java.txt,0
java:访问控制修饰符,访问控制修饰符,关键字与修饰符实体,java,1,访问控制修饰符,java.txt,0
java:赋值运算符,赋值运算符,运算符实体,java,1,赋值运算符,java.txt,0
java:超时等待,超时等待,线程状态实体,java,1,超时等待,java.txt,0
java:跳转语句,跳转语句,流程控制实体,java,1,跳转语句,java.txt,0
java:通配符,通配符,泛型实体,java,1,通配符,java.txt,0
